Unidade de Medida,valor,cod_municipio,ano,variavel,produto
Quilogramas por Hectare,1000.0,4315305,2020,Rendimento médio da produção,Milho
Quilogramas por Hectare,1200.0,4315305,2020,Rendimento médio da produção,Soja
Mil Reais,40.0,4315305,2020,Valor da produção,Milho
Mil Reais,744.0,4315305,2020,Valor da produção,Soja
Hectares,30.0,4315305,2021,Área plantada,Milho
Hectares,600.0,4315305,2021,Área plantada,Soja
Hectares,30.0,4315305,2021,Área colhida,Milho
Hectares,600.0,4315305,2021,Área colhida,Soja
Toneladas,45.0,4315305,2021,Quantidade produzida,Milho
Toneladas,1500.0,4315305,2021,Quantidade produzida,Soja
Quilogramas por Hectare,1500.0,4315305,2021,Rendimento médio da produção,Milho
Quilogramas por Hectare,2500.0,4315305,2021,Rendimento médio da produção,Soja
Mil Reais,90.0,4315305,2021,Valor da produção,Milho
Mil Reais,4500.0,4315305,2021,Valor da produção,Soja
Hectares,30.0,4315305,2022,Área plantada,Milho
Hectares,1200.0,4315305,2022,Área plantada,Soja
Hectares,600.0,4315305,2022,Área plantada,Trigo
Hectares,30.0,4315305,2022,Área colhida,Milho
Hectares,1200.0,4315305,2022,Área colhida,Soja
Hectares,600.0,4315305,2022,Área colhida,Trigo
Toneladas,30.0,4315305,2022,Quantidade produzida,Milho
Toneladas,1200.0,4315305,2022,Quantidade produzida,Soja
Toneladas,1800.0,4315305,2022,Quantidade produzida,Trigo
Quilogramas por Hectare,1000.0,4315305,2022,Rendimento médio da produção,Milho
Quilogramas por Hectare,1000.0,4315305,2022,Rendimento médio da produção,Soja
Quilogramas por Hectare,3000.0,4315305,2022,Rendimento médio da produção,Trigo
Mil Reais,52.0,4315305,2022,Valor da produção,Milho
Mil Reais,3868.0,4315305,2022,Valor da produção,Soja
Mil Reais,2700.0,4315305,2022,Valor da produção,Trigo
Hectares,30.0,4315305,2023,Área plantada,Milho
Hectares,1000.0,4315305,2023,Área plantada,Soja
Hectares,160.0,4315305,2023,Área plantada,Trigo
Hectares,30.0,4315305,2023,Área colhida,Milho
Hectares,800.0,4315305,2023,Área colhida,Soja
Hectares,160.0,4315305,2023,Área colhida,Trigo
Toneladas,23.0,4315305,2023,Quantidade produzida,Milho
Toneladas,336.0,4315305,2023,Quantidade produzida,Soja
Toneladas,269.0,4315305,2023,Quantidade produzida,Trigo
Quilogramas por Hectare,767.0,4315305,2023,Rendimento médio da produção,Milho
Quilogramas por Hectare,420.0,4315305,2023,Rendimento médio da produção,Soja
Quilogramas por Hectare,1681.0,4315305,2023,Rendimento médio da produção,Trigo
Mil Reais,43.0,4315305,2023,Valor da produção,Milho
Mil Reais,874.0,4315305,2023,Valor da produção,Soja
Mil Reais,260.0,4315305,2023,Valor da produção,Trigo
Hectares,80.0,4315305,2024,Área plantada,Milho
Hectares,960.0,4315305,2024,Área plantada,Soja
Hectares,90.0,4315305,2024,Área plantada,Trigo
Hectares,80.0,4315305,2024,Área colhida,Milho
Hectares,960.0,4315305,2024,Área colhida,Soja
Hectares,90.0,4315305,2024,Área colhida,Trigo
Toneladas,208.0,4315305,2024,Quantidade produzida,Milho
Toneladas,1632.0,4315305,2024,Quantidade produzida,Soja
Toneladas,270.0,4315305,2024,Quantidade produzida,Trigo
Quilogramas por Hectare,2600.0,4315305,2024,Rendimento médio da produção,Milho
Quilogramas por Hectare,1700.0,4315305,2024,Rendimento médio da produção,Soja
Quilogramas por Hectare,3000.0,4315305,2024,Rendimento médio da produção,Trigo
Mil Reais,182.0,4315305,2024,Valor da produção,Milho
Mil Reais,3298.0,4315305,2024,Valor da produção,Soja
Mil Reais,292.0,4315305,2024,Valor da produção,Trigo
Hectares,2000.0,4315313,2010,Área plantada,Milho
Hectares,16600.0,4315313,2010,Área plantada,Soja
Hectares,2200.0,4315313,2010,Área plantada,Trigo
Hectares,2000.0,4315313,2010,Área colhida,Milho
Hectares,16600.0,4315313,2010,Área colhida,Soja
Hectares,2200.0,4315313,2010,Área colhida,Trigo
Toneladas,16800.0,4315313,2010,Quantidade produzida,Milho
Toneladas,54780.0,4315313,2010,Quantidade produzida,Soja
Toneladas,6380.0,4315313,2010,Quantidade produzida,Trigo
Quilogramas por Hectare,8400.0,4315313,2010,Rendimento médio da produção,Milho
Quilogramas por Hectare,3300.0,4315313,2010,Rendimento médio da produção,Soja
Quilogramas por Hectare,2900.0,4315313,2010,Rendimento médio da produção,Trigo
Mil Reais,4009.0,4315313,2010,Valor da produção,Milho
Mil Reais,29033.0,4315313,2010,Valor da produção,Soja
Mil Reais,2552.0,4315313,2010,Valor da produção,Trigo
Hectares,2000.0,4315313,2011,Área plantada,Milho
Hectares,16600.0,4315313,2011,Área plantada,Soja
Hectares,2000.0,4315313,2011,Área plantada,Trigo
Hectares,2000.0,4315313,2011,Área colhida,Milho
Hectares,16600.0,4315313,2011,Área colhida,Soja
Hectares,2000.0,4315313,2011,Área colhida,Trigo
Toneladas,18000.0,4315313,2011,Quantidade produzida,Milho
Toneladas,54780.0,4315313,2011,Quantidade produzida,Soja
Toneladas,5400.0,4315313,2011,Quantidade produzida,Trigo
Quilogramas por Hectare,9000.0,4315313,2011,Rendimento médio da produção,Milho
Quilogramas por Hectare,3300.0,4315313,2011,Rendimento médio da produção,Soja
Quilogramas por Hectare,2700.0,4315313,2011,Rendimento médio da produção,Trigo
Mil Reais,7398.0,4315313,2011,Valor da produção,Milho
Mil Reais,38346.0,4315313,2011,Valor da produção,Soja
Mil Reais,2070.0,4315313,2011,Valor da produção,Trigo
Hectares,2000.0,4315313,2012,Área plantada,Milho
Hectares,16600.0,4315313,2012,Área plantada,Soja
Hectares,1800.0,4315313,2012,Área plantada,Trigo
Hectares,1900.0,4315313,2012,Área colhida,Milho
Hectares,16600.0,4315313,2012,Área colhida,Soja
Hectares,1800.0,4315313,2012,Área colhida,Trigo
Toneladas,8000.0,4315313,2012,Quantidade produzida,Milho
Toneladas,29880.0,4315313,2012,Quantidade produzida,Soja
Toneladas,2340.0,4315313,2012,Quantidade produzida,Trigo
Quilogramas por Hectare,4211.0,4315313,2012,Rendimento médio da produção,Milho
Quilogramas por Hectare,1800.0,4315313,2012,Rendimento médio da produção,Soja
Quilogramas por Hectare,1300.0,4315313,2012,Rendimento médio da produção,Trigo
Mil Reais,3304.0,4315313,2012,Valor da produção,Milho
Mil Reais,27141.0,4315313,2012,Valor da produção,Soja
Mil Reais,1092.0,4315313,2012,Valor da produção,Trigo
Hectares,2000.0,4315313,2013,Área plantada,Milho
Hectares,17100.0,4315313,2013,Área plantada,Soja
Hectares,1800.0,4315313,2013,Área plantada,Trigo
Hectares,1500.0,4315313,2013,Área colhida,Milho
Hectares,17100.0,4315313,2013,Área colhida,Soja
Hectares,1800.0,4315313,2013,Área colhida,Trigo
Toneladas,12000.0,4315313,2013,Quantidade produzida,Milho
Toneladas,41040.0,4315313,2013,Quantidade produzida,Soja
Toneladas,6480.0,4315313,2013,Quantidade produzida,Trigo
Quilogramas por Hectare,8000.0,4315313,2013,Rendimento médio da produção,Milho
Quilogramas por Hectare,2400.0,4315313,2013,Rendimento médio da produção,Soja
Quilogramas por Hectare,3600.0,4315313,2013,Rendimento médio da produção,Trigo
Mil Reais,5328.0,4315313,2013,Valor da produção,Milho
Mil Reais,37182.0,4315313,2013,Valor da produção,Soja
Mil Reais,3953.0,4315313,2013,Valor da produção,Trigo
Hectares,1800.0,4315313,2014,Área plantada,Milho
Hectares,17500.0,4315313,2014,Área plantada,Soja
Hectares,2500.0,4315313,2014,Área plantada,Trigo
Hectares,1800.0,4315313,2014,Área colhida,Milho
Hectares,17500.0,4315313,2014,Área colhida,Soja
Hectares,2500.0,4315313,2014,Área colhida,Trigo
Toneladas,16200.0,4315313,2014,Quantidade produzida,Milho
Toneladas,52500.0,4315313,2014,Quantidade produzida,Soja
Toneladas,3750.0,4315313,2014,Quantidade produzida,Trigo
Quilogramas por Hectare,9000.0,4315313,2014,Rendimento médio da produção,Milho
Quilogramas por Hectare,3000.0,4315313,2014,Rendimento médio da produção,Soja
Quilogramas por Hectare,1500.0,4315313,2014,Rendimento médio da produção,Trigo
Mil Reais,6582.0,4315313,2014,Valor da produção,Milho
Mil Reais,54250.0,4315313,2014,Valor da produção,Soja
Mil Reais,1313.0,4315313,2014,Valor da produção,Trigo
Hectares,2000.0,4315313,2015,Área plantada,Milho
Hectares,18000.0,4315313,2015,Área plantada,Soja
Hectares,1800.0,4315313,2015,Área plantada,Trigo
Hectares,2000.0,4315313,2015,Área colhida,Milho
Hectares,18000.0,4315313,2015,Área colhida,Soja
Hectares,1600.0,4315313,2015,Área colhida,Trigo
Toneladas,18000.0,4315313,2015,Quantidade produzida,Milho
Toneladas,64800.0,4315313,2015,Quantidade produzida,Soja
Toneladas,1440.0,4315313,2015,Quantidade produzida,Trigo
Quilogramas por Hectare,9000.0,4315313,2015,Rendimento médio da produção,Milho
Quilogramas por Hectare,3600.0,4315313,2015,Rendimento médio da produção,Soja
Quilogramas por Hectare,900.0,4315313,2015,Rendimento médio da produção,Trigo
Mil Reais,6630.0,4315313,2015,Valor da produção,Milho
Mil Reais,63450.0,4315313,2015,Valor da produção,Soja
Mil Reais,480.0,4315313,2015,Valor da produção,Trigo
Hectares,1200.0,4315313,2016,Área plantada,Milho
Hectares,18550.0,4315313,2016,Área plantada,Soja
Hectares,2500.0,4315313,2016,Área plantada,Trigo
Hectares,1200.0,4315313,2016,Área colhida,Milho
Hectares,18550.0,4315313,2016,Área colhida,Soja
Hectares,2500.0,4315313,2016,Área colhida,Trigo
Toneladas,12960.0,4315313,2016,Quantidade produzida,Milho
Toneladas,61215.0,4315313,2016,Quantidade produzida,Soja
Toneladas,10500.0,4315313,2016,Quantidade produzida,Trigo
Quilogramas por Hectare,10800.0,4315313,2016,Rendimento médio da produção,Milho
Quilogramas por Hectare,3300.0,4315313,2016,Rendimento médio da produção,Soja
Quilogramas por Hectare,4200.0,4315313,2016,Rendimento médio da produção,Trigo
Mil Reais,7754.0,4315313,2016,Valor da produção,Milho
Mil Reais,71621.0,4315313,2016,Valor da produção,Soja
Mil Reais,5250.0,4315313,2016,Valor da produção,Trigo
Hectares,2500.0,4315313,2017,Área plantada,Milho
Hectares,17250.0,4315313,2017,Área plantada,Soja
Hectares,1500.0,4315313,2017,Área plantada,Trigo
Hectares,2500.0,4315313,2017,Área colhida,Milho
Hectares,17250.0,4315313,2017,Área colhida,Soja
Hectares,1500.0,4315313,2017,Área colhida,Trigo
Toneladas,25000.0,4315313,2017,Quantidade produzida,Milho
Toneladas,67275.0,4315313,2017,Quantidade produzida,Soja
Toneladas,2700.0,4315313,2017,Quantidade produzida,Trigo
Quilogramas por Hectare,10000.0,4315313,2017,Rendimento médio da produção,Milho
Quilogramas por Hectare,3900.0,4315313,2017,Rendimento médio da produção,Soja
Quilogramas por Hectare,1800.0,4315313,2017,Rendimento médio da produção,Trigo
Mil Reais,9792.0,4315313,2017,Valor da produção,Milho
Mil Reais,67331.0,4315313,2017,Valor da produção,Soja
Mil Reais,1350.0,4315313,2017,Valor da produção,Trigo
Hectares,700.0,4315313,2018,Área plantada,Milho
Hectares,19000.0,4315313,2018,Área plantada,Soja
Hectares,2000.0,4315313,2018,Área plantada,Trigo
Hectares,700.0,4315313,2018,Área colhida,Milho
Hectares,19000.0,4315313,2018,Área colhida,Soja
Hectares,2000.0,4315313,2018,Área colhida,Trigo
Toneladas,6300.0,4315313,2018,Quantidade produzida,Milho
Toneladas,79800.0,4315313,2018,Quantidade produzida,Soja
Toneladas,4200.0,4315313,2018,Quantidade produzida,Trigo
Quilogramas por Hectare,9000.0,4315313,2018,Rendimento médio da produção,Milho
Quilogramas por Hectare,4200.0,4315313,2018,Rendimento médio da produção,Soja
Quilogramas por Hectare,2100.0,4315313,2018,Rendimento médio da produção,Trigo
Mil Reais,3360.0,4315313,2018,Valor da produção,Milho
Mil Reais,90440.0,4315313,2018,Valor da produção,Soja
Mil Reais,2660.0,4315313,2018,Valor da produção,Trigo
Hectares,1000.0,4315313,2019,Área plantada,Milho
Hectares,14000.0,4315313,2019,Área plantada,Soja
Hectares,1500.0,4315313,2019,Área plantada,Trigo
Hectares,1000.0,4315313,2019,Área colhida,Milho
Hectares,14000.0,4315313,2019,Área colhida,Soja
Hectares,1500.0,4315313,2019,Área colhida,Trigo
Toneladas,11400.0,4315313,2019,Quantidade produzida,Milho
Toneladas,56000.0,4315313,2019,Quantidade produzida,Soja
Toneladas,4950.0,4315313,2019,Quantidade produzida,Trigo
Quilogramas por Hectare,11400.0,4315313,2019,Rendimento médio da produção,Milho
Quilogramas por Hectare,4000.0,4315313,2019,Rendimento médio da produção,Soja
Quilogramas por Hectare,3300.0,4315313,2019,Rendimento médio da produção,Trigo
Mil Reais,6460.0,4315313,2019,Valor da produção,Milho
Mil Reais,68133.0,4315313,2019,Valor da produção,Soja
Mil Reais,3135.0,4315313,2019,Valor da produção,Trigo
Hectares,2000.0,4315313,2020,Área plantada,Milho
Hectares,13000.0,4315313,2020,Área plantada,Soja
Hectares,900.0,4315313,2020,Área plantada,Trigo
Hectares,2000.0,4315313,2020,Área colhida,Milho
Hectares,13000.0,4315313,2020,Área colhida,Soja
Hectares,900.0,4315313,2020,Área colhida,Trigo
Toneladas,20000.0,4315313,2020,Quantidade produzida,Milho
Toneladas,35100.0,4315313,2020,Quantidade produzida,Soja
Toneladas,2138.0,4315313,2020,Quantidade produzida,Trigo
Quilogramas por Hectare,10000.0,4315313,2020,Rendimento médio da produção,Milho
Quilogramas por Hectare,2700.0,4315313,2020,Rendimento médio da produção,Soja
Quilogramas por Hectare,2376.0,4315313,2020,Rendimento médio da produção,Trigo
Mil Reais,14667.0,4315313,2020,Valor da produção,Milho
Mil Reais,49257.0,4315313,2020,Valor da produção,Soja
Mil Reais,2673.0,4315313,2020,Valor da produção,Trigo
Hectares,2000.0,4315313,2021,Área plantada,Milho
Hectares,13000.0,4315313,2021,Área plantada,Soja
Hectares,1500.0,4315313,2021,Área plantada,Trigo
Hectares,2000.0,4315313,2021,Área colhida,Milho
Hectares,13000.0,4315313,2021,Área colhida,Soja
Hectares,1500.0,4315313,2021,Área colhida,Trigo
Toneladas,18000.0,4315313,2021,Quantidade produzida,Milho
Toneladas,48529.0,4315313,2021,Quantidade produzida,Soja
Toneladas,6000.0,4315313,2021,Quantidade produzida,Trigo
Quilogramas por Hectare,9000.0,4315313,2021,Rendimento médio da produção,Milho
Quilogramas por Hectare,3733.0,4315313,2021,Rendimento médio da produção,Soja
Quilogramas por Hectare,4000.0,4315313,2021,Rendimento médio da produção,Trigo
Mil Reais,23400.0,4315313,2021,Valor da produção,Milho
Mil Reais,135881.0,4315313,2021,Valor da produção,Soja
Mil Reais,8200.0,4315313,2021,Valor da produção,Trigo
Hectares,2300.0,4315313,2022,Área plantada,Milho
Hectares,12700.0,4315313,2022,Área plantada,Soja
Hectares,2500.0,4315313,2022,Área plantada,Trigo
Hectares,2300.0,4315313,2022,Área colhida,Milho
Hectares,12700.0,4315313,2022,Área colhida,Soja
Hectares,2500.0,4315313,2022,Área colhida,Trigo
Toneladas,6900.0,4315313,2022,Quantidade produzida,Milho
Toneladas,30925.0,4315313,2022,Quantidade produzida,Soja
Toneladas,7500.0,4315313,2022,Quantidade produzida,Trigo
Quilogramas por Hectare,3000.0,4315313,2022,Rendimento médio da produção,Milho
Quilogramas por Hectare,2435.0,4315313,2022,Rendimento médio da produção,Soja
Quilogramas por Hectare,3000.0,4315313,2022,Rendimento médio da produção,Trigo
Mil Reais,10994.0,4315313,2022,Valor da produção,Milho
Mil Reais,101280.0,4315313,2022,Valor da produção,Soja
Mil Reais,11125.0,4315313,2022,Valor da produção,Trigo
Hectares,2000.0,4315313,2023,Área plantada,Milho
Hectares,13000.0,4315313,2023,Área plantada,Soja
Hectares,4000.0,4315313,2023,Área plantada,Trigo
Hectares,2000.0,4315313,2023,Área colhida,Milho
Hectares,13000.0,4315313,2023,Área colhida,Soja
Hectares,4000.0,4315313,2023,Área colhida,Trigo
Toneladas,8460.0,4315313,2023,Quantidade produzida,Milho
Toneladas,31200.0,4315313,2023,Quantidade produzida,Soja
Toneladas,7776.0,4315313,2023,Quantidade produzida,Trigo
Quilogramas por Hectare,4230.0,4315313,2023,Rendimento médio da produção,Milho
Quilogramas por Hectare,2400.0,4315313,2023,Rendimento médio da produção,Soja
Quilogramas por Hectare,1944.0,4315313,2023,Rendimento médio da produção,Trigo
Mil Reais,11562.0,4315313,2023,Valor da produção,Milho
Mil Reais,84240.0,4315313,2023,Valor da produção,Soja
Mil Reais,6221.0,4315313,2023,Valor da produção,Trigo
Hectares,1800.0,4315313,2024,Área plantada,Milho
Hectares,16700.0,4315313,2024,Área plantada,Soja
Hectares,4000.0,4315313,2024,Área plantada,Trigo
Hectares,1800.0,4315313,2024,Área colhida,Milho
Hectares,16700.0,4315313,2024,Área colhida,Soja
Hectares,4000.0,4315313,2024,Área colhida,Trigo
Toneladas,12960.0,4315313,2024,Quantidade produzida,Milho
Toneladas,70524.0,4315313,2024,Quantidade produzida,Soja
Toneladas,13200.0,4315313,2024,Quantidade produzida,Trigo
Quilogramas por Hectare,7200.0,4315313,2024,Rendimento médio da produção,Milho
Quilogramas por Hectare,4223.0,4315313,2024,Rendimento médio da produção,Soja
Quilogramas por Hectare,3300.0,4315313,2024,Rendimento médio da produção,Trigo
Mil Reais,10575.0,4315313,2024,Valor da produção,Milho
Mil Reais,141048.0,4315313,2024,Valor da produção,Soja
Mil Reais,14956.0,4315313,2024,Valor da produção,Trigo
Hectares,250.0,4315321,2010,Área plantada,Fumo
Hectares,1300.0,4315321,2010,Área plantada,Milho
Hectares,22000.0,4315321,2010,Área plantada,Soja
Hectares,1000.0,4315321,2010,Área plantada,Trigo
Hectares,250.0,4315321,2010,Área colhida,Fumo
Hectares,1300.0,4315321,2010,Área colhida,Milho
Hectares,22000.0,4315321,2010,Área colhida,Soja
Hectares,1000.0,4315321,2010,Área colhida,Trigo
Toneladas,225.0,4315321,2010,Quantidade produzida,Fumo
Toneladas,3276.0,4315321,2010,Quantidade produzida,Milho
Toneladas,43120.0,4315321,2010,Quantidade produzida,Soja
Toneladas,2400.0,4315321,2010,Quantidade produzida,Trigo
Quilogramas por Hectare,900.0,4315321,2010,Rendimento médio da produção,Fumo
Quilogramas por Hectare,2520.0,4315321,2010,Rendimento médio da produção,Milho
Quilogramas por Hectare,1960.0,4315321,2010,Rendimento médio da produção,Soja
Quilogramas por Hectare,2400.0,4315321,2010,Rendimento médio da produção,Trigo
Mil Reais,1604.0,4315321,2010,Valor da produção,Fumo
Mil Reais,1310.0,4315321,2010,Valor da produção,Milho
Mil Reais,28933.0,4315321,2010,Valor da produção,Soja
Mil Reais,919.0,4315321,2010,Valor da produção,Trigo
Hectares,250.0,4315321,2011,Área plantada,Fumo
Hectares,1200.0,4315321,2011,Área plantada,Milho
Hectares,21500.0,4315321,2011,Área plantada,Soja
Hectares,1500.0,4315321,2011,Área plantada,Trigo
Hectares,250.0,4315321,2011,Área colhida,Fumo
Hectares,1200.0,4315321,2011,Área colhida,Milho
Hectares,21500.0,4315321,2011,Área colhida,Soja
Hectares,1500.0,4315321,2011,Área colhida,Trigo
Toneladas,425.0,4315321,2011,Quantidade produzida,Fumo
Toneladas,4680.0,4315321,2011,Quantidade produzida,Milho
Toneladas,64500.0,4315321,2011,Quantidade produzida,Soja
Toneladas,4500.0,4315321,2011,Quantidade produzida,Trigo
Quilogramas por Hectare,1700.0,4315321,2011,Rendimento médio da produção,Fumo
Quilogramas por Hectare,3900.0,4315321,2011,Rendimento médio da produção,Milho
Quilogramas por Hectare,3000.0,4315321,2011,Rendimento médio da produção,Soja
Quilogramas por Hectare,3000.0,4315321,2011,Rendimento médio da produção,Trigo
Mil Reais,1842.0,4315321,2011,Valor da produção,Fumo
Mil Reais,1887.0,4315321,2011,Valor da produção,Milho
Mil Reais,44148.0,4315321,2011,Valor da produção,Soja
Mil Reais,1800.0,4315321,2011,Valor da produção,Trigo
Hectares,200.0,4315321,2012,Área plantada,Fumo
Hectares,1500.0,4315321,2012,Área plantada,Milho
Hectares,22000.0,4315321,2012,Área plantada,Soja
Hectares,2000.0,4315321,2012,Área plantada,Trigo
Hectares,200.0,4315321,2012,Área colhida,Fumo
Hectares,1260.0,4315321,2012,Área colhida,Milho
Hectares,22000.0,4315321,2012,Área colhida,Soja
Hectares,2000.0,4315321,2012,Área colhida,Trigo
Toneladas,235.0,4315321,2012,Quantidade produzida,Fumo
Toneladas,378.0,4315321,2012,Quantidade produzida,Milho
Toneladas,30800.0,4315321,2012,Quantidade produzida,Soja
Toneladas,5400.0,4315321,2012,Quantidade produzida,Trigo
Quilogramas por Hectare,1175.0,4315321,2012,Rendimento médio da produção,Fumo
Quilogramas por Hectare,300.0,4315321,2012,Rendimento médio da produção,Milho
Quilogramas por Hectare,1400.0,4315321,2012,Rendimento médio da produção,Soja
Quilogramas por Hectare,2700.0,4315321,2012,Rendimento médio da produção,Trigo
Mil Reais,1410.0,4315321,2012,Valor da produção,Fumo
Mil Reais,138.0,4315321,2012,Valor da produção,Milho
Mil Reais,29938.0,4315321,2012,Valor da produção,Soja
Mil Reais,2862.0,4315321,2012,Valor da produção,Trigo
Hectares,250.0,4315321,2013,Área plantada,Fumo
Hectares,1200.0,4315321,2013,Área plantada,Milho
Hectares,23000.0,4315321,2013,Área plantada,Soja
Hectares,2200.0,4315321,2013,Área plantada,Trigo
Hectares,250.0,4315321,2013,Área colhida,Fumo
Hectares,1200.0,4315321,2013,Área colhida,Milho
Hectares,23000.0,4315321,2013,Área colhida,Soja
Hectares,2200.0,4315321,2013,Área colhida,Trigo
Toneladas,450.0,4315321,2013,Quantidade produzida,Fumo
Toneladas,4320.0,4315321,2013,Quantidade produzida,Milho
Toneladas,69000.0,4315321,2013,Quantidade produzida,Soja
Toneladas,5940.0,4315321,2013,Quantidade produzida,Trigo
Quilogramas por Hectare,1800.0,4315321,2013,Rendimento médio da produção,Fumo
Quilogramas por Hectare,3600.0,4315321,2013,Rendimento médio da produção,Milho
Quilogramas por Hectare,3000.0,4315321,2013,Rendimento médio da produção,Soja
Quilogramas por Hectare,2700.0,4315321,2013,Rendimento médio da produção,Trigo
Mil Reais,2939.0,4315321,2013,Valor da produção,Fumo
Mil Reais,2026.0,4315321,2013,Valor da produção,Milho
Mil Reais,63710.0,4315321,2013,Valor da produção,Soja
Mil Reais,3469.0,4315321,2013,Valor da produção,Trigo
Hectares,300.0,4315321,2014,Área plantada,Fumo
Hectares,1200.0,4315321,2014,Área plantada,Milho
Hectares,24000.0,4315321,2014,Área plantada,Soja
Hectares,2000.0,4315321,2014,Área plantada,Trigo
Hectares,300.0,4315321,2014,Área colhida,Fumo
Hectares,1200.0,4315321,2014,Área colhida,Milho
Hectares,24000.0,4315321,2014,Área colhida,Soja
Hectares,2000.0,4315321,2014,Área colhida,Trigo
Toneladas,630.0,4315321,2014,Quantidade produzida,Fumo
Toneladas,4680.0,4315321,2014,Quantidade produzida,Milho
Toneladas,72045.0,4315321,2014,Quantidade produzida,Soja
Toneladas,3000.0,4315321,2014,Quantidade produzida,Trigo
Quilogramas por Hectare,2100.0,4315321,2014,Rendimento médio da produção,Fumo
Quilogramas por Hectare,3900.0,4315321,2014,Rendimento médio da produção,Milho
Quilogramas por Hectare,3002.0,4315321,2014,Rendimento médio da produção,Soja
Quilogramas por Hectare,1500.0,4315321,2014,Rendimento médio da produção,Trigo
Mil Reais,5040.0,4315321,2014,Valor da produção,Fumo
Mil Reais,1969.0,4315321,2014,Valor da produção,Milho
Mil Reais,77447.0,4315321,2014,Valor da produção,Soja
Mil Reais,1202.0,4315321,2014,Valor da produção,Trigo
Hectares,300.0,4315321,2015,Área plantada,Fumo
Hectares,1000.0,4315321,2015,Área plantada,Milho
Hectares,24550.0,4315321,2015,Área plantada,Soja
Hectares,500.0,4315321,2015,Área plantada,Trigo
Hectares,300.0,4315321,2015,Área colhida,Fumo
Hectares,1000.0,4315321,2015,Área colhida,Milho
Hectares,24550.0,4315321,2015,Área colhida,Soja
Hectares,500.0,4315321,2015,Área colhida,Trigo
Toneladas,540.0,4315321,2015,Quantidade produzida,Fumo
Toneladas,4065.0,4315321,2015,Quantidade produzida,Milho
Toneladas,81045.0,4315321,2015,Quantidade produzida,Soja
Toneladas,1350.0,4315321,2015,Quantidade produzida,Trigo
Quilogramas por Hectare,1800.0,4315321,2015,Rendimento médio da produção,Fumo
Quilogramas por Hectare,4065.0,4315321,2015,Rendimento médio da produção,Milho
Quilogramas por Hectare,3301.0,4315321,2015,Rendimento médio da produção,Soja
Quilogramas por Hectare,2700.0,4315321,2015,Rendimento médio da produção,Trigo
Mil Reais,3780.0,4315321,2015,Valor da produção,Fumo
Mil Reais,1578.0,4315321,2015,Valor da produção,Milho
Mil Reais,83068.0,4315321,2015,Valor da produção,Soja
Mil Reais,630.0,4315321,2015,Valor da produção,Trigo
Hectares,300.0,4315321,2016,Área plantada,Fumo
Hectares,750.0,4315321,2016,Área plantada,Milho
Hectares,25000.0,4315321,2016,Área plantada,Soja
Hectares,500.0,4315321,2016,Área plantada,Trigo
Hectares,300.0,4315321,2016,Área colhida,Fumo
Hectares,750.0,4315321,2016,Área colhida,Milho
Hectares,25000.0,4315321,2016,Área colhida,Soja
Hectares,500.0,4315321,2016,Área colhida,Trigo
Toneladas,540.0,4315321,2016,Quantidade produzida,Fumo
Toneladas,3230.0,4315321,2016,Quantidade produzida,Milho
Toneladas,82500.0,4315321,2016,Quantidade produzida,Soja
Toneladas,1440.0,4315321,2016,Quantidade produzida,Trigo
Quilogramas por Hectare,1800.0,4315321,2016,Rendimento médio da produção,Fumo
Quilogramas por Hectare,4307.0,4315321,2016,Rendimento médio da produção,Milho
Quilogramas por Hectare,3300.0,4315321,2016,Rendimento médio da produção,Soja
Quilogramas por Hectare,2880.0,4315321,2016,Rendimento médio da produção,Trigo
Mil Reais,4741.0,4315321,2016,Valor da produção,Fumo
Mil Reais,2108.0,4315321,2016,Valor da produção,Milho
Mil Reais,94120.0,4315321,2016,Valor da produção,Soja
Mil Reais,742.0,4315321,2016,Valor da produção,Trigo
Hectares,350.0,4315321,2017,Área plantada,Fumo
Hectares,550.0,4315321,2017,Área plantada,Milho
Hectares,25500.0,4315321,2017,Área plantada,Soja
Hectares,700.0,4315321,2017,Área plantada,Trigo
Hectares,350.0,4315321,2017,Área colhida,Fumo
Hectares,550.0,4315321,2017,Área colhida,Milho
Hectares,25500.0,4315321,2017,Área colhida,Soja
Hectares,700.0,4315321,2017,Área colhida,Trigo
Toneladas,735.0,4315321,2017,Quantidade produzida,Fumo
Toneladas,2960.0,4315321,2017,Quantidade produzida,Milho
Toneladas,91800.0,4315321,2017,Quantidade produzida,Soja
Toneladas,567.0,4315321,2017,Quantidade produzida,Trigo
Quilogramas por Hectare,2100.0,4315321,2017,Rendimento médio da produção,Fumo
Quilogramas por Hectare,5382.0,4315321,2017,Rendimento médio da produção,Milho
Quilogramas por Hectare,3600.0,4315321,2017,Rendimento médio da produção,Soja
Quilogramas por Hectare,810.0,4315321,2017,Rendimento médio da produção,Trigo
Mil Reais,5630.0,4315321,2017,Valor da produção,Fumo
Mil Reais,1196.0,4315321,2017,Valor da produção,Milho
Mil Reais,87036.0,4315321,2017,Valor da produção,Soja
Mil Reais,279.0,4315321,2017,Valor da produção,Trigo
Hectares,350.0,4315321,2018,Área plantada,Fumo
Hectares,500.0,4315321,2018,Área plantada,Milho
Hectares,26000.0,4315321,2018,Área plantada,Soja
Hectares,350.0,4315321,2018,Área colhida,Fumo
Hectares,500.0,4315321,2018,Área colhida,Milho
Hectares,26000.0,4315321,2018,Área colhida,Soja
Toneladas,735.0,4315321,2018,Quantidade produzida,Fumo
