Unidade de Medida,valor,cod_municipio,ano,variavel,produto
Quilogramas por Hectare,3300.0,4302600,2016,Rendimento médio da produção,Trigo
Mil Reais,163.0,4302600,2016,Valor da produção,Fumo
Mil Reais,1188.0,4302600,2016,Valor da produção,Milho
Mil Reais,23490.0,4302600,2016,Valor da produção,Soja
Mil Reais,5198.0,4302600,2016,Valor da produção,Trigo
Hectares,13.0,4302600,2017,Área plantada,Fumo
Hectares,1120.0,4302600,2017,Área plantada,Milho
Hectares,7600.0,4302600,2017,Área plantada,Soja
Hectares,2500.0,4302600,2017,Área plantada,Trigo
Hectares,13.0,4302600,2017,Área colhida,Fumo
Hectares,1120.0,4302600,2017,Área colhida,Milho
Hectares,7600.0,4302600,2017,Área colhida,Soja
Hectares,2500.0,4302600,2017,Área colhida,Trigo
Toneladas,25.0,4302600,2017,Quantidade produzida,Fumo
Toneladas,8580.0,4302600,2017,Quantidade produzida,Milho
Toneladas,22800.0,4302600,2017,Quantidade produzida,Soja
Toneladas,2700.0,4302600,2017,Quantidade produzida,Trigo
Quilogramas por Hectare,1923.0,4302600,2017,Rendimento médio da produção,Fumo
Quilogramas por Hectare,7661.0,4302600,2017,Rendimento médio da produção,Milho
Quilogramas por Hectare,3000.0,4302600,2017,Rendimento médio da produção,Soja
Quilogramas por Hectare,1080.0,4302600,2017,Rendimento médio da produção,Trigo
Mil Reais,163.0,4302600,2017,Valor da produção,Fumo
Mil Reais,3089.0,4302600,2017,Valor da produção,Milho
Mil Reais,20845.0,4302600,2017,Valor da produção,Soja
Mil Reais,1377.0,4302600,2017,Valor da produção,Trigo
Hectares,13.0,4302600,2018,Área plantada,Fumo
Hectares,1000.0,4302600,2018,Área plantada,Milho
Hectares,7820.0,4302600,2018,Área plantada,Soja
Hectares,3500.0,4302600,2018,Área plantada,Trigo
Hectares,13.0,4302600,2018,Área colhida,Fumo
Hectares,1000.0,4302600,2018,Área colhida,Milho
Hectares,7820.0,4302600,2018,Área colhida,Soja
Hectares,3500.0,4302600,2018,Área colhida,Trigo
Toneladas,23.0,4302600,2018,Quantidade produzida,Fumo
Toneladas,8400.0,4302600,2018,Quantidade produzida,Milho
Toneladas,25806.0,4302600,2018,Quantidade produzida,Soja
Toneladas,10500.0,4302600,2018,Quantidade produzida,Trigo
Quilogramas por Hectare,1769.0,4302600,2018,Rendimento médio da produção,Fumo
Quilogramas por Hectare,8400.0,4302600,2018,Rendimento médio da produção,Milho
Quilogramas por Hectare,3300.0,4302600,2018,Rendimento médio da produção,Soja
Quilogramas por Hectare,3000.0,4302600,2018,Rendimento médio da produção,Trigo
Mil Reais,150.0,4302600,2018,Valor da produção,Fumo
Mil Reais,3024.0,4302600,2018,Valor da produção,Milho
Mil Reais,23225.0,4302600,2018,Valor da produção,Soja
Mil Reais,5355.0,4302600,2018,Valor da produção,Trigo
Hectares,10.0,4302600,2019,Área plantada,Fumo
Hectares,1000.0,4302600,2019,Área plantada,Milho
Hectares,7820.0,4302600,2019,Área plantada,Soja
Hectares,3500.0,4302600,2019,Área plantada,Trigo
Hectares,10.0,4302600,2019,Área colhida,Fumo
Hectares,1000.0,4302600,2019,Área colhida,Milho
Hectares,7820.0,4302600,2019,Área colhida,Soja
Hectares,3500.0,4302600,2019,Área colhida,Trigo
Toneladas,18.0,4302600,2019,Quantidade produzida,Fumo
Toneladas,8400.0,4302600,2019,Quantidade produzida,Milho
Toneladas,25806.0,4302600,2019,Quantidade produzida,Soja
Toneladas,12250.0,4302600,2019,Quantidade produzida,Trigo
Quilogramas por Hectare,1800.0,4302600,2019,Rendimento médio da produção,Fumo
Quilogramas por Hectare,8400.0,4302600,2019,Rendimento médio da produção,Milho
Quilogramas por Hectare,3300.0,4302600,2019,Rendimento médio da produção,Soja
Quilogramas por Hectare,3500.0,4302600,2019,Rendimento médio da produção,Trigo
Mil Reais,117.0,4302600,2019,Valor da produção,Fumo
Mil Reais,4536.0,4302600,2019,Valor da produção,Milho
Mil Reais,29470.0,4302600,2019,Valor da produção,Soja
Mil Reais,8575.0,4302600,2019,Valor da produção,Trigo
Hectares,8.0,4302600,2020,Área plantada,Fumo
Hectares,1000.0,4302600,2020,Área plantada,Milho
Hectares,7820.0,4302600,2020,Área plantada,Soja
Hectares,4000.0,4302600,2020,Área plantada,Trigo
Hectares,8.0,4302600,2020,Área colhida,Fumo
Hectares,1000.0,4302600,2020,Área colhida,Milho
Hectares,7820.0,4302600,2020,Área colhida,Soja
Hectares,4000.0,4302600,2020,Área colhida,Trigo
Toneladas,14.0,4302600,2020,Quantidade produzida,Fumo
Toneladas,7500.0,4302600,2020,Quantidade produzida,Milho
Toneladas,21114.0,4302600,2020,Quantidade produzida,Soja
Toneladas,7200.0,4302600,2020,Quantidade produzida,Trigo
Quilogramas por Hectare,1750.0,4302600,2020,Rendimento médio da produção,Fumo
Quilogramas por Hectare,7500.0,4302600,2020,Rendimento médio da produção,Milho
Quilogramas por Hectare,2700.0,4302600,2020,Rendimento médio da produção,Soja
Quilogramas por Hectare,1800.0,4302600,2020,Rendimento médio da produção,Trigo
Mil Reais,115.0,4302600,2020,Valor da produção,Fumo
Mil Reais,3540.0,4302600,2020,Valor da produção,Milho
Mil Reais,33255.0,4302600,2020,Valor da produção,Soja
Mil Reais,5040.0,4302600,2020,Valor da produção,Trigo
Hectares,8.0,4302600,2021,Área plantada,Fumo
Hectares,1200.0,4302600,2021,Área plantada,Milho
Hectares,7800.0,4302600,2021,Área plantada,Soja
Hectares,4000.0,4302600,2021,Área plantada,Trigo
Hectares,8.0,4302600,2021,Área colhida,Fumo
Hectares,1200.0,4302600,2021,Área colhida,Milho
Hectares,7800.0,4302600,2021,Área colhida,Soja
Hectares,4000.0,4302600,2021,Área colhida,Trigo
Toneladas,14.0,4302600,2021,Quantidade produzida,Fumo
Toneladas,3360.0,4302600,2021,Quantidade produzida,Milho
Toneladas,28080.0,4302600,2021,Quantidade produzida,Soja
Toneladas,8400.0,4302600,2021,Quantidade produzida,Trigo
Quilogramas por Hectare,1750.0,4302600,2021,Rendimento médio da produção,Fumo
Quilogramas por Hectare,2800.0,4302600,2021,Rendimento médio da produção,Milho
Quilogramas por Hectare,3600.0,4302600,2021,Rendimento médio da produção,Soja
Quilogramas por Hectare,2100.0,4302600,2021,Rendimento médio da produção,Trigo
Mil Reais,115.0,4302600,2021,Valor da produção,Fumo
Mil Reais,3763.0,4302600,2021,Valor da produção,Milho
Mil Reais,67392.0,4302600,2021,Valor da produção,Soja
Mil Reais,11760.0,4302600,2021,Valor da produção,Trigo
Hectares,8.0,4302600,2022,Área plantada,Fumo
Hectares,1200.0,4302600,2022,Área plantada,Milho
Hectares,8000.0,4302600,2022,Área plantada,Soja
Hectares,4500.0,4302600,2022,Área plantada,Trigo
Hectares,8.0,4302600,2022,Área colhida,Fumo
Hectares,1200.0,4302600,2022,Área colhida,Milho
Hectares,8000.0,4302600,2022,Área colhida,Soja
Hectares,4500.0,4302600,2022,Área colhida,Trigo
Toneladas,14.0,4302600,2022,Quantidade produzida,Fumo
Toneladas,3600.0,4302600,2022,Quantidade produzida,Milho
Toneladas,6400.0,4302600,2022,Quantidade produzida,Soja
Toneladas,16200.0,4302600,2022,Quantidade produzida,Trigo
Quilogramas por Hectare,1750.0,4302600,2022,Rendimento médio da produção,Fumo
Quilogramas por Hectare,3000.0,4302600,2022,Rendimento médio da produção,Milho
Quilogramas por Hectare,800.0,4302600,2022,Rendimento médio da produção,Soja
Quilogramas por Hectare,3600.0,4302600,2022,Rendimento médio da produção,Trigo
Mil Reais,154.0,4302600,2022,Valor da produção,Fumo
Mil Reais,5400.0,4302600,2022,Valor da produção,Milho
Mil Reais,19200.0,4302600,2022,Valor da produção,Soja
Mil Reais,11340.0,4302600,2022,Valor da produção,Trigo
Hectares,8.0,4302600,2023,Área plantada,Fumo
Hectares,1200.0,4302600,2023,Área plantada,Milho
Hectares,8000.0,4302600,2023,Área plantada,Soja
Hectares,4500.0,4302600,2023,Área plantada,Trigo
Hectares,8.0,4302600,2023,Área colhida,Fumo
Hectares,1200.0,4302600,2023,Área colhida,Milho
Hectares,8000.0,4302600,2023,Área colhida,Soja
Hectares,4500.0,4302600,2023,Área colhida,Trigo
Toneladas,12.0,4302600,2023,Quantidade produzida,Fumo
Toneladas,5400.0,4302600,2023,Quantidade produzida,Milho
Toneladas,20160.0,4302600,2023,Quantidade produzida,Soja
Toneladas,4050.0,4302600,2023,Quantidade produzida,Trigo
Quilogramas por Hectare,1500.0,4302600,2023,Rendimento médio da produção,Fumo
Quilogramas por Hectare,4500.0,4302600,2023,Rendimento médio da produção,Milho
Quilogramas por Hectare,2520.0,4302600,2023,Rendimento médio da produção,Soja
Quilogramas por Hectare,900.0,4302600,2023,Rendimento médio da produção,Trigo
Mil Reais,98.0,4302600,2023,Valor da produção,Fumo
Mil Reais,2484.0,4302600,2023,Valor da produção,Milho
Mil Reais,42034.0,4302600,2023,Valor da produção,Soja
Mil Reais,4246.0,4302600,2023,Valor da produção,Trigo
Hectares,8.0,4302600,2024,Área plantada,Fumo
Hectares,1200.0,4302600,2024,Área plantada,Milho
Hectares,8000.0,4302600,2024,Área plantada,Soja
Hectares,4500.0,4302600,2024,Área plantada,Trigo
Hectares,8.0,4302600,2024,Área colhida,Fumo
Hectares,1200.0,4302600,2024,Área colhida,Milho
Hectares,8000.0,4302600,2024,Área colhida,Soja
Hectares,4500.0,4302600,2024,Área colhida,Trigo
Toneladas,12.0,4302600,2024,Quantidade produzida,Fumo
Toneladas,7200.0,4302600,2024,Quantidade produzida,Milho
Toneladas,28800.0,4302600,2024,Quantidade produzida,Soja
Toneladas,9450.0,4302600,2024,Quantidade produzida,Trigo
Quilogramas por Hectare,1500.0,4302600,2024,Rendimento médio da produção,Fumo
Quilogramas por Hectare,6000.0,4302600,2024,Rendimento médio da produção,Milho
Quilogramas por Hectare,3600.0,4302600,2024,Rendimento médio da produção,Soja
Quilogramas por Hectare,2100.0,4302600,2024,Rendimento médio da produção,Trigo
Mil Reais,98.0,4302600,2024,Valor da produção,Fumo
Mil Reais,3640.0,4302600,2024,Valor da produção,Milho
Mil Reais,57600.0,4302600,2024,Valor da produção,Soja
Mil Reais,11009.0,4302600,2024,Valor da produção,Trigo
Hectares,1100.0,4302659,2010,Área plantada,Milho
Hectares,2.0,4302659,2010,Área plantada,Soja
Hectares,1100.0,4302659,2010,Área colhida,Milho
Hectares,2.0,4302659,2010,Área colhida,Soja
Toneladas,3300.0,4302659,2010,Quantidade produzida,Milho
Toneladas,3.0,4302659,2010,Quantidade produzida,Soja
Quilogramas por Hectare,3000.0,4302659,2010,Rendimento médio da produção,Milho
Quilogramas por Hectare,1500.0,4302659,2010,Rendimento médio da produção,Soja
Mil Reais,1452.0,4302659,2010,Valor da produção,Milho
Mil Reais,2.0,4302659,2010,Valor da produção,Soja
Hectares,1100.0,4302659,2011,Área plantada,Milho
Hectares,2.0,4302659,2011,Área plantada,Soja
Hectares,1100.0,4302659,2011,Área colhida,Milho
Hectares,2.0,4302659,2011,Área colhida,Soja
Toneladas,1980.0,4302659,2011,Quantidade produzida,Milho
Toneladas,3.0,4302659,2011,Quantidade produzida,Soja
Quilogramas por Hectare,1800.0,4302659,2011,Rendimento médio da produção,Milho
Quilogramas por Hectare,1500.0,4302659,2011,Rendimento médio da produção,Soja
Mil Reais,744.0,4302659,2011,Valor da produção,Milho
Mil Reais,2.0,4302659,2011,Valor da produção,Soja
Hectares,1100.0,4302659,2012,Área plantada,Milho
Hectares,2.0,4302659,2012,Área plantada,Soja
Hectares,1100.0,4302659,2012,Área colhida,Milho
Hectares,2.0,4302659,2012,Área colhida,Soja
Toneladas,1980.0,4302659,2012,Quantidade produzida,Milho
Toneladas,3.0,4302659,2012,Quantidade produzida,Soja
Quilogramas por Hectare,1800.0,4302659,2012,Rendimento médio da produção,Milho
Quilogramas por Hectare,1500.0,4302659,2012,Rendimento médio da produção,Soja
Mil Reais,938.0,4302659,2012,Valor da produção,Milho
Mil Reais,2.0,4302659,2012,Valor da produção,Soja
Hectares,165.0,4302659,2013,Área plantada,Milho
Hectares,2.0,4302659,2013,Área plantada,Soja
Hectares,165.0,4302659,2013,Área colhida,Milho
Hectares,2.0,4302659,2013,Área colhida,Soja
Toneladas,297.0,4302659,2013,Quantidade produzida,Milho
Toneladas,3.0,4302659,2013,Quantidade produzida,Soja
Quilogramas por Hectare,1800.0,4302659,2013,Rendimento médio da produção,Milho
Quilogramas por Hectare,1500.0,4302659,2013,Rendimento médio da produção,Soja
Mil Reais,134.0,4302659,2013,Valor da produção,Milho
Mil Reais,3.0,4302659,2013,Valor da produção,Soja
Hectares,165.0,4302659,2014,Área plantada,Milho
Hectares,2.0,4302659,2014,Área plantada,Soja
Hectares,165.0,4302659,2014,Área colhida,Milho
Hectares,2.0,4302659,2014,Área colhida,Soja
Toneladas,297.0,4302659,2014,Quantidade produzida,Milho
Toneladas,3.0,4302659,2014,Quantidade produzida,Soja
Quilogramas por Hectare,1800.0,4302659,2014,Rendimento médio da produção,Milho
Quilogramas por Hectare,1500.0,4302659,2014,Rendimento médio da produção,Soja
Mil Reais,134.0,4302659,2014,Valor da produção,Milho
Mil Reais,3.0,4302659,2014,Valor da produção,Soja
Hectares,165.0,4302659,2015,Área plantada,Milho
Hectares,2.0,4302659,2015,Área plantada,Soja
Hectares,165.0,4302659,2015,Área colhida,Milho
Hectares,2.0,4302659,2015,Área colhida,Soja
Toneladas,297.0,4302659,2015,Quantidade produzida,Milho
Toneladas,3.0,4302659,2015,Quantidade produzida,Soja
Quilogramas por Hectare,1800.0,4302659,2015,Rendimento médio da produção,Milho
Quilogramas por Hectare,1500.0,4302659,2015,Rendimento médio da produção,Soja
Mil Reais,126.0,4302659,2015,Valor da produção,Milho
Mil Reais,3.0,4302659,2015,Valor da produção,Soja
Hectares,165.0,4302659,2016,Área plantada,Milho
Hectares,2.0,4302659,2016,Área plantada,Soja
Hectares,165.0,4302659,2016,Área colhida,Milho
Hectares,2.0,4302659,2016,Área colhida,Soja
Toneladas,297.0,4302659,2016,Quantidade produzida,Milho
Toneladas,3.0,4302659,2016,Quantidade produzida,Soja
Quilogramas por Hectare,1800.0,4302659,2016,Rendimento médio da produção,Milho
Quilogramas por Hectare,1500.0,4302659,2016,Rendimento médio da produção,Soja
Mil Reais,126.0,4302659,2016,Valor da produção,Milho
Mil Reais,3.0,4302659,2016,Valor da produção,Soja
Hectares,165.0,4302659,2017,Área plantada,Milho
Hectares,165.0,4302659,2017,Área colhida,Milho
Toneladas,660.0,4302659,2017,Quantidade produzida,Milho
Quilogramas por Hectare,4000.0,4302659,2017,Rendimento médio da produção,Milho
Mil Reais,281.0,4302659,2017,Valor da produção,Milho
Hectares,165.0,4302659,2018,Área plantada,Milho
Hectares,165.0,4302659,2018,Área colhida,Milho
Toneladas,297.0,4302659,2018,Quantidade produzida,Milho
Quilogramas por Hectare,1800.0,4302659,2018,Rendimento médio da produção,Milho
Mil Reais,126.0,4302659,2018,Valor da produção,Milho
Hectares,165.0,4302659,2019,Área plantada,Milho
Hectares,165.0,4302659,2019,Área colhida,Milho
Toneladas,297.0,4302659,2019,Quantidade produzida,Milho
Quilogramas por Hectare,1800.0,4302659,2019,Rendimento médio da produção,Milho
Mil Reais,128.0,4302659,2019,Valor da produção,Milho
Hectares,165.0,4302659,2020,Área plantada,Milho
Hectares,165.0,4302659,2020,Área colhida,Milho
Toneladas,238.0,4302659,2020,Quantidade produzida,Milho
Quilogramas por Hectare,1442.0,4302659,2020,Rendimento médio da produção,Milho
Mil Reais,101.0,4302659,2020,Valor da produção,Milho
Hectares,165.0,4302659,2021,Área plantada,Milho
Hectares,165.0,4302659,2021,Área colhida,Milho
Toneladas,297.0,4302659,2021,Quantidade produzida,Milho
Quilogramas por Hectare,1800.0,4302659,2021,Rendimento médio da produção,Milho
Mil Reais,251.0,4302659,2021,Valor da produção,Milho
Hectares,125.0,4302659,2022,Área plantada,Milho
Hectares,125.0,4302659,2022,Área colhida,Milho
Toneladas,158.0,4302659,2022,Quantidade produzida,Milho
Quilogramas por Hectare,1264.0,4302659,2022,Rendimento médio da produção,Milho
Mil Reais,240.0,4302659,2022,Valor da produção,Milho
Hectares,125.0,4302659,2023,Área plantada,Milho
Hectares,125.0,4302659,2023,Área colhida,Milho
Toneladas,325.0,4302659,2023,Quantidade produzida,Milho
Quilogramas por Hectare,2600.0,4302659,2023,Rendimento médio da produção,Milho
Mil Reais,467.0,4302659,2023,Valor da produção,Milho
Hectares,180.0,4302659,2024,Área plantada,Milho
Hectares,160.0,4302659,2024,Área colhida,Milho
Toneladas,672.0,4302659,2024,Quantidade produzida,Milho
Quilogramas por Hectare,4200.0,4302659,2024,Rendimento médio da produção,Milho
Mil Reais,626.0,4302659,2024,Valor da produção,Milho
Hectares,14.0,4302709,2010,Área plantada,Fumo
Hectares,450.0,4302709,2010,Área plantada,Milho
Hectares,3500.0,4302709,2010,Área plantada,Soja
Hectares,14.0,4302709,2010,Área colhida,Fumo
Hectares,450.0,4302709,2010,Área colhida,Milho
Hectares,3500.0,4302709,2010,Área colhida,Soja
Toneladas,28.0,4302709,2010,Quantidade produzida,Fumo
Toneladas,1350.0,4302709,2010,Quantidade produzida,Milho
Toneladas,8400.0,4302709,2010,Quantidade produzida,Soja
Quilogramas por Hectare,2000.0,4302709,2010,Rendimento médio da produção,Fumo
Quilogramas por Hectare,3000.0,4302709,2010,Rendimento médio da produção,Milho
Quilogramas por Hectare,2400.0,4302709,2010,Rendimento médio da produção,Soja
Mil Reais,176.0,4302709,2010,Valor da produção,Fumo
Mil Reais,393.0,4302709,2010,Valor da produção,Milho
Mil Reais,4872.0,4302709,2010,Valor da produção,Soja
Hectares,16.0,4302709,2011,Área plantada,Fumo
Hectares,500.0,4302709,2011,Área plantada,Milho
Hectares,3500.0,4302709,2011,Área plantada,Soja
Hectares,140.0,4302709,2011,Área plantada,Trigo
Hectares,16.0,4302709,2011,Área colhida,Fumo
Hectares,500.0,4302709,2011,Área colhida,Milho
Hectares,3500.0,4302709,2011,Área colhida,Soja
Hectares,140.0,4302709,2011,Área colhida,Trigo
Toneladas,26.0,4302709,2011,Quantidade produzida,Fumo
Toneladas,1550.0,4302709,2011,Quantidade produzida,Milho
Toneladas,9450.0,4302709,2011,Quantidade produzida,Soja
Toneladas,294.0,4302709,2011,Quantidade produzida,Trigo
Quilogramas por Hectare,1625.0,4302709,2011,Rendimento médio da produção,Fumo
Quilogramas por Hectare,3100.0,4302709,2011,Rendimento médio da produção,Milho
Quilogramas por Hectare,2700.0,4302709,2011,Rendimento médio da produção,Soja
Quilogramas por Hectare,2100.0,4302709,2011,Rendimento médio da produção,Trigo
Mil Reais,123.0,4302709,2011,Valor da produção,Fumo
Mil Reais,635.0,4302709,2011,Valor da produção,Milho
Mil Reais,6691.0,4302709,2011,Valor da produção,Soja
Mil Reais,118.0,4302709,2011,Valor da produção,Trigo
Hectares,6.0,4302709,2012,Área plantada,Fumo
Hectares,300.0,4302709,2012,Área plantada,Milho
Hectares,3400.0,4302709,2012,Área plantada,Soja
Hectares,530.0,4302709,2012,Área plantada,Trigo
Hectares,6.0,4302709,2012,Área colhida,Fumo
Hectares,200.0,4302709,2012,Área colhida,Milho
Hectares,3400.0,4302709,2012,Área colhida,Soja
Hectares,530.0,4302709,2012,Área colhida,Trigo
Toneladas,9.0,4302709,2012,Quantidade produzida,Fumo
Toneladas,252.0,4302709,2012,Quantidade produzida,Milho
Toneladas,4896.0,4302709,2012,Quantidade produzida,Soja
Toneladas,1034.0,4302709,2012,Quantidade produzida,Trigo
Quilogramas por Hectare,1500.0,4302709,2012,Rendimento médio da produção,Fumo
Quilogramas por Hectare,1260.0,4302709,2012,Rendimento médio da produção,Milho
Quilogramas por Hectare,1440.0,4302709,2012,Rendimento médio da produção,Soja
Quilogramas por Hectare,1951.0,4302709,2012,Rendimento médio da produção,Trigo
Mil Reais,54.0,4302709,2012,Valor da produção,Fumo
Mil Reais,122.0,4302709,2012,Valor da produção,Milho
Mil Reais,4348.0,4302709,2012,Valor da produção,Soja
Mil Reais,522.0,4302709,2012,Valor da produção,Trigo
Hectares,6.0,4302709,2013,Área plantada,Fumo
Hectares,300.0,4302709,2013,Área plantada,Milho
Hectares,4500.0,4302709,2013,Área plantada,Soja
Hectares,800.0,4302709,2013,Área plantada,Trigo
Hectares,6.0,4302709,2013,Área colhida,Fumo
Hectares,300.0,4302709,2013,Área colhida,Milho
Hectares,4500.0,4302709,2013,Área colhida,Soja
Hectares,800.0,4302709,2013,Área colhida,Trigo
Toneladas,12.0,4302709,2013,Quantidade produzida,Fumo
Toneladas,960.0,4302709,2013,Quantidade produzida,Milho
Toneladas,12420.0,4302709,2013,Quantidade produzida,Soja
Toneladas,2208.0,4302709,2013,Quantidade produzida,Trigo
Quilogramas por Hectare,2000.0,4302709,2013,Rendimento médio da produção,Fumo
Quilogramas por Hectare,3200.0,4302709,2013,Rendimento médio da produção,Milho
Quilogramas por Hectare,2760.0,4302709,2013,Rendimento médio da produção,Soja
Quilogramas por Hectare,2760.0,4302709,2013,Rendimento médio da produção,Trigo
Mil Reais,91.0,4302709,2013,Valor da produção,Fumo
Mil Reais,447.0,4302709,2013,Valor da produção,Milho
Mil Reais,11398.0,4302709,2013,Valor da produção,Soja
Mil Reais,1282.0,4302709,2013,Valor da produção,Trigo
Hectares,6.0,4302709,2014,Área plantada,Fumo
Hectares,300.0,4302709,2014,Área plantada,Milho
Hectares,4700.0,4302709,2014,Área plantada,Soja
Hectares,600.0,4302709,2014,Área plantada,Trigo
Hectares,6.0,4302709,2014,Área colhida,Fumo
Hectares,300.0,4302709,2014,Área colhida,Milho
Hectares,4700.0,4302709,2014,Área colhida,Soja
Hectares,600.0,4302709,2014,Área colhida,Trigo
Toneladas,13.0,4302709,2014,Quantidade produzida,Fumo
Toneladas,900.0,4302709,2014,Quantidade produzida,Milho
Toneladas,14100.0,4302709,2014,Quantidade produzida,Soja
Toneladas,1140.0,4302709,2014,Quantidade produzida,Trigo
Quilogramas por Hectare,2167.0,4302709,2014,Rendimento médio da produção,Fumo
Quilogramas por Hectare,3000.0,4302709,2014,Rendimento médio da produção,Milho
Quilogramas por Hectare,3000.0,4302709,2014,Rendimento médio da produção,Soja
Quilogramas por Hectare,1900.0,4302709,2014,Rendimento médio da produção,Trigo
Mil Reais,97.0,4302709,2014,Valor da produção,Fumo
Mil Reais,346.0,4302709,2014,Valor da produção,Milho
Mil Reais,14839.0,4302709,2014,Valor da produção,Soja
Mil Reais,485.0,4302709,2014,Valor da produção,Trigo
Hectares,6.0,4302709,2015,Área plantada,Fumo
Hectares,300.0,4302709,2015,Área plantada,Milho
Hectares,5000.0,4302709,2015,Área plantada,Soja
Hectares,500.0,4302709,2015,Área plantada,Trigo
Hectares,6.0,4302709,2015,Área colhida,Fumo
Hectares,300.0,4302709,2015,Área colhida,Milho
Hectares,5000.0,4302709,2015,Área colhida,Soja
Hectares,500.0,4302709,2015,Área colhida,Trigo
Toneladas,13.0,4302709,2015,Quantidade produzida,Fumo
Toneladas,900.0,4302709,2015,Quantidade produzida,Milho
Toneladas,12000.0,4302709,2015,Quantidade produzida,Soja
Toneladas,550.0,4302709,2015,Quantidade produzida,Trigo
Quilogramas por Hectare,2167.0,4302709,2015,Rendimento médio da produção,Fumo
Quilogramas por Hectare,3000.0,4302709,2015,Rendimento médio da produção,Milho
Quilogramas por Hectare,2400.0,4302709,2015,Rendimento médio da produção,Soja
Quilogramas por Hectare,1100.0,4302709,2015,Rendimento médio da produção,Trigo
Mil Reais,97.0,4302709,2015,Valor da produção,Fumo
Mil Reais,347.0,4302709,2015,Valor da produção,Milho
Mil Reais,12789.0,4302709,2015,Valor da produção,Soja
Mil Reais,220.0,4302709,2015,Valor da produção,Trigo
Hectares,6.0,4302709,2016,Área plantada,Fumo
Hectares,300.0,4302709,2016,Área plantada,Milho
Hectares,8600.0,4302709,2016,Área plantada,Soja
Hectares,500.0,4302709,2016,Área plantada,Trigo
Hectares,6.0,4302709,2016,Área colhida,Fumo
Hectares,300.0,4302709,2016,Área colhida,Milho
Hectares,8600.0,4302709,2016,Área colhida,Soja
Hectares,500.0,4302709,2016,Área colhida,Trigo
Toneladas,12.0,4302709,2016,Quantidade produzida,Fumo
Toneladas,900.0,4302709,2016,Quantidade produzida,Milho
Toneladas,25800.0,4302709,2016,Quantidade produzida,Soja
Toneladas,1200.0,4302709,2016,Quantidade produzida,Trigo
Quilogramas por Hectare,2000.0,4302709,2016,Rendimento médio da produção,Fumo
Quilogramas por Hectare,3000.0,4302709,2016,Rendimento médio da produção,Milho
Quilogramas por Hectare,3000.0,4302709,2016,Rendimento médio da produção,Soja
Quilogramas por Hectare,2400.0,4302709,2016,Rendimento médio da produção,Trigo
Mil Reais,72.0,4302709,2016,Valor da produção,Fumo
Mil Reais,711.0,4302709,2016,Valor da produção,Milho
Mil Reais,31347.0,4302709,2016,Valor da produção,Soja
Mil Reais,600.0,4302709,2016,Valor da produção,Trigo
Hectares,6.0,4302709,2017,Área plantada,Fumo
Hectares,300.0,4302709,2017,Área plantada,Milho
Hectares,8600.0,4302709,2017,Área plantada,Soja
Hectares,6.0,4302709,2017,Área colhida,Fumo
Hectares,300.0,4302709,2017,Área colhida,Milho
Hectares,8600.0,4302709,2017,Área colhida,Soja
Toneladas,12.0,4302709,2017,Quantidade produzida,Fumo
Toneladas,863.0,4302709,2017,Quantidade produzida,Milho
Toneladas,24725.0,4302709,2017,Quantidade produzida,Soja
Quilogramas por Hectare,2000.0,4302709,2017,Rendimento médio da produção,Fumo
Quilogramas por Hectare,2877.0,4302709,2017,Rendimento médio da produção,Milho
Quilogramas por Hectare,2875.0,4302709,2017,Rendimento médio da produção,Soja
Mil Reais,96.0,4302709,2017,Valor da produção,Fumo
Mil Reais,354.0,4302709,2017,Valor da produção,Milho
Mil Reais,23538.0,4302709,2017,Valor da produção,Soja
Hectares,6.0,4302709,2018,Área plantada,Fumo
Hectares,150.0,4302709,2018,Área plantada,Milho
Hectares,9000.0,4302709,2018,Área plantada,Soja
Hectares,500.0,4302709,2018,Área plantada,Trigo
Hectares,6.0,4302709,2018,Área colhida,Fumo
Hectares,150.0,4302709,2018,Área colhida,Milho
Hectares,9000.0,4302709,2018,Área colhida,Soja
Hectares,500.0,4302709,2018,Área colhida,Trigo
Toneladas,13.0,4302709,2018,Quantidade produzida,Fumo
Toneladas,455.0,4302709,2018,Quantidade produzida,Milho
Toneladas,16200.0,4302709,2018,Quantidade produzida,Soja
Toneladas,1500.0,4302709,2018,Quantidade produzida,Trigo
Quilogramas por Hectare,2167.0,4302709,2018,Rendimento médio da produção,Fumo
Quilogramas por Hectare,3033.0,4302709,2018,Rendimento médio da produção,Milho
Quilogramas por Hectare,1800.0,4302709,2018,Rendimento médio da produção,Soja
Quilogramas por Hectare,3000.0,4302709,2018,Rendimento médio da produção,Trigo
Mil Reais,130.0,4302709,2018,Valor da produção,Fumo
Mil Reais,228.0,4302709,2018,Valor da produção,Milho
Mil Reais,19845.0,4302709,2018,Valor da produção,Soja
Mil Reais,825.0,4302709,2018,Valor da produção,Trigo
Hectares,6.0,4302709,2019,Área plantada,Fumo
Hectares,150.0,4302709,2019,Área plantada,Milho
Hectares,10000.0,4302709,2019,Área plantada,Soja
Hectares,6.0,4302709,2019,Área colhida,Fumo
Hectares,150.0,4302709,2019,Área colhida,Milho
Hectares,10000.0,4302709,2019,Área colhida,Soja
Toneladas,13.0,4302709,2019,Quantidade produzida,Fumo
Toneladas,500.0,4302709,2019,Quantidade produzida,Milho
Toneladas,30000.0,4302709,2019,Quantidade produzida,Soja
Quilogramas por Hectare,2167.0,4302709,2019,Rendimento médio da produção,Fumo
